eqp_id,module_id,module_type,state,area,start_time,end_time,lot_id,slot_no,srcmoduleid,dstmoduleid,srcmoduletype,dstmoduletype
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:09:19,2026-01-01 08:09:38,L1001,15.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:09:20,2026-01-01 08:17:17,L1001,9.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:24,2026-01-01 08:09:36,L1001,18.0,PST1,LP3,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:09:26,2026-01-01 08:18:48,L1001,8.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:09:27,2026-01-01 08:09:42,L1001,17.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:09:31,2026-01-01 08:21:41,L1001,11.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:32,2026-01-01 08:09:39,L1001,19.0,PST2,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:32,2026-01-01 08:10:06,L1001,14.0,LP2,PM2,Loadport,PM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:09:36,2026-01-01 08:21:25,L1001,13.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:09:39,2026-01-01 08:09:45,L1001,18.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:40,2026-01-01 08:09:51,L1001,20.0,PST1,LP2,PST,Loadport
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:09:40,2026-01-01 08:20:28,L1001,12.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:09:43,2026-01-01 08:09:53,L1001,19.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:43,2026-01-01 08:09:59,L1001,15.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:44,2026-01-01 08:10:00,L1001,16.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:45,2026-01-01 08:10:15,L1001,17.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:48,2026-01-01 08:09:57,L1001,21.0,PST2,LP3,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:50,2026-01-01 08:10:21,L1001,18.0,LP3,PM3,Loadport,PM
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:09:53,2026-01-01 08:10:08,L1001,20.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:56,2026-01-01 08:10:08,L1001,22.0,PST1,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:09:58,2026-01-01 08:10:12,L1001,19.0,LP1,PM1,Loadport,PM
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:10:00,2026-01-01 08:10:18,L1001,21.0,,,,
EQP_LP,LP1,Loadport,PURGE,LP,2026-01-01 08:10:00,2026-01-01 08:12:32,,,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:10:04,2026-01-01 08:10:09,L1001,23.0,PST2,LP2,PST,Loadport
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:10:08,2026-01-01 08:18:41,L1001,15.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:10:09,2026-01-01 08:21:18,L1001,16.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:10:11,2026-01-01 08:18:26,L1001,14.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:10:12,2026-01-01 08:10:18,L1001,22.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:10:12,2026-01-01 08:10:22,L1001,24.0,PST1,LP3,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:10:14,2026-01-01 08:10:35,L1001,20.0,LP2,PM2,Loadport,PM
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:10:15,2026-01-01 08:10:27,L1001,23.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:10:15,2026-01-01 08:20:02,L1001,19.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:10:19,2026-01-01 08:18:54,L1001,17.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:10:22,2026-01-01 08:10:37,L1001,21.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:10:22,2026-01-01 08:10:49,L1001,22.0,LP1,PM2,Loadport,PM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:10:27,2026-01-01 08:20:24,L1001,18.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:10:28,2026-01-01 08:10:44,L1001,24.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:10:29,2026-01-01 08:10:43,L1001,23.0,LP2,PM2,Loadport,PM
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:10:39,2026-01-01 08:19:33,L1001,20.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:10:40,2026-01-01 08:22:16,L1001,21.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:10:46,2026-01-01 08:22:31,L1001,23.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:10:48,2026-01-01 08:11:16,L1001,24.0,LP3,PM3,Loadport,PM
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:10:55,2026-01-01 08:19:30,L1001,22.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:11:22,2026-01-01 08:22:14,L1001,24.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:08,2026-01-01 08:14:24,L1002,1.0,PST2,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:16,2026-01-01 08:14:31,L1002,2.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:24,2026-01-01 08:14:38,L1002,3.0,PST2,LP3,PST,Loadport
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:14:31,2026-01-01 08:14:40,L1002,1.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:32,2026-01-01 08:14:49,L1002,4.0,PST1,LP1,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:14:37,2026-01-01 08:14:46,L1002,2.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:40,2026-01-01 08:14:57,L1002,5.0,PST2,LP2,PST,Loadport
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:14:44,2026-01-01 08:14:52,L1002,3.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:44,2026-01-01 08:15:10,L1002,1.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:48,2026-01-01 08:14:58,L1002,6.0,PST1,LP3,PST,Loadport
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:14:52,2026-01-01 08:15:06,L1002,4.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:52,2026-01-01 08:15:26,L1002,2.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:56,2026-01-01 08:15:03,L1002,7.0,PST2,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:14:58,2026-01-01 08:15:20,L1002,3.0,LP3,PM3,Loadport,PM
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:14:59,2026-01-01 08:15:10,L1002,5.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:15:03,2026-01-01 08:15:11,L1002,6.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:04,2026-01-01 08:15:21,L1002,8.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:09,2026-01-01 08:15:22,L1002,4.0,LP1,PM1,Loadport,PM
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:15:09,2026-01-01 08:15:27,L1002,7.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:12,2026-01-01 08:15:26,L1002,9.0,PST2,LP3,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:15,2026-01-01 08:15:43,L1002,5.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:17,2026-01-01 08:15:40,L1002,6.0,LP3,PM3,Loadport,PM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:15:17,2026-01-01 08:23:25,L1002,1.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:20,2026-01-01 08:15:27,L1002,10.0,PST1,LP1,PST,Loadport
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:15:25,2026-01-01 08:24:50,L1002,3.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:15:26,2026-01-01 08:15:45,L1002,8.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:28,2026-01-01 08:15:38,L1002,11.0,PST2,LP2,PST,Loadport
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:15:29,2026-01-01 08:22:57,L1002,4.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:15:29,2026-01-01 08:23:07,L1002,2.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:30,2026-01-01 08:16:01,L1002,7.0,LP1,PM1,Loadport,PM
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:15:31,2026-01-01 08:15:40,L1002,10.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:15:31,2026-01-01 08:15:49,L1002,9.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:32,2026-01-01 08:16:06,L1001,2.0,PM2,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:36,2026-01-01 08:15:45,L1002,12.0,PST1,LP3,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:15:42,2026-01-01 08:15:54,L1002,11.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:42,2026-01-01 08:16:11,L1002,10.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:44,2026-01-01 08:15:59,L1002,13.0,PST2,LP1,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:47,2026-01-01 08:16:15,L1002,8.0,LP2,PM2,Loadport,PM
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:15:48,2026-01-01 08:16:05,L1002,12.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:15:48,2026-01-01 08:25:34,L1002,6.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:52,2026-01-01 08:16:05,L1002,14.0,PST1,LP2,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:15:52,2026-01-01 08:28:18,L1002,5.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:55,2026-01-01 08:16:21,L1002,9.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:56,2026-01-01 08:16:18,L1002,11.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:15:57,2026-01-01 08:16:35,L1001,1.0,PM1,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:00,2026-01-01 08:16:06,L1002,15.0,PST2,LP3,PST,Loadport
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:16:06,2026-01-01 08:16:12,L1002,13.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:16:07,2026-01-01 08:28:23,L1002,7.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:08,2026-01-01 08:16:21,L1002,16.0,PST1,LP1,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:16:08,2026-01-01 08:16:23,L1002,14.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:16:08,2026-01-01 08:16:24,L1002,15.0,,,,
EQP_MET,LLM2,LLM,MEASURE,MET,2026-01-01 08:16:09,2026-01-01 08:18:12,L1001,2.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:10,2026-01-01 08:16:29,L1002,12.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:14,2026-01-01 08:16:26,L1002,13.0,LP1,PM1,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:16,2026-01-01 08:16:25,L1002,17.0,PST2,LP2,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:16:18,2026-01-01 08:28:29,L1002,8.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:16:20,2026-01-01 08:27:12,L1002,10.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:24,2026-01-01 08:16:31,L1002,18.0,PST1,LP3,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:16:24,2026-01-01 08:28:53,L1002,11.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:16:25,2026-01-01 08:16:31,L1002,16.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:16:28,2026-01-01 08:24:47,L1002,9.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:30,2026-01-01 08:16:59,L1002,14.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:30,2026-01-01 08:17:03,L1002,15.0,LP3,PM3,Loadport,PM
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:16:31,2026-01-01 08:16:41,L1002,17.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:32,2026-01-01 08:16:46,L1002,19.0,PST2,LP1,PST,Loadport
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:16:33,2026-01-01 08:27:04,L1002,13.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:16:33,2026-01-01 08:28:48,L1002,12.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:16:37,2026-01-01 08:16:55,L1002,18.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:37,2026-01-01 08:17:04,L1002,16.0,LP1,PM1,Loadport,PM
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 08:16:38,2026-01-01 08:18:25,L1001,1.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:40,2026-01-01 08:16:55,L1002,20.0,PST1,LP2,PST,Loadport
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:47,2026-01-01 08:17:08,L1002,17.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:48,2026-01-01 08:17:04,L1002,21.0,PST2,LP3,PST,Loadport
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:16:49,2026-01-01 08:17:00,L1002,19.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:16:56,2026-01-01 08:17:01,L1002,22.0,PST1,LP1,PST,Loadport
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:16:57,2026-01-01 08:17:03,L1002,20.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:00,2026-01-01 08:17:12,L1002,18.0,LP3,PM3,Loadport,PM
EQP_LP,LP3,Loadport,PURGE,LP,2026-01-01 08:17:00,2026-01-01 08:18:14,,,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:04,2026-01-01 08:17:18,L1002,23.0,PST2,LP2,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:17:04,2026-01-01 08:24:08,L1002,14.0,,,,
EQP_LP,LP1,Loadport,CLAMP_ON,LP,2026-01-01 08:17:06,2026-01-01 08:17:25,L1002,22.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:17:07,2026-01-01 08:17:18,L1002,21.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:07,2026-01-01 08:17:21,L1002,19.0,LP1,PM1,Loadport,PM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:17:08,2026-01-01 08:28:50,L1002,15.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:09,2026-01-01 08:17:41,L1002,20.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:12,2026-01-01 08:17:23,L1002,24.0,PST1,LP3,PST,Loadport
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:17:12,2026-01-01 08:25:34,L1002,17.0,,,,
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:17:13,2026-01-01 08:24:18,L1002,16.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:17:15,2026-01-01 08:29:02,L1002,18.0,,,,
EQP_LP,LP2,Loadport,CLAMP_ON,LP,2026-01-01 08:17:20,2026-01-01 08:17:37,L1002,23.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:21,2026-01-01 08:17:34,L1002,21.0,LP3,PM3,Loadport,PM
EQP_PM,PM1,PM,RECIPE_RUN,PROC,2026-01-01 08:17:26,2026-01-01 08:29:31,L1002,19.0,,,,
EQP_LP,LP3,Loadport,CLAMP_ON,LP,2026-01-01 08:17:27,2026-01-01 08:17:38,L1002,24.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:27,2026-01-01 08:18:01,L1001,9.0,PM3,LLM1,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:28,2026-01-01 08:17:58,L1002,22.0,LP1,PM2,Loadport,PM
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:17:38,2026-01-01 08:29:23,L1002,21.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:42,2026-01-01 08:17:58,L1002,23.0,LP2,PM2,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:43,2026-01-01 08:18:02,L1002,24.0,LP3,PM3,Loadport,PM
EQP_XFER,,,PUT,XFER,2026-01-01 08:17:43,2026-01-01 08:18:05,L1001,3.0,PM3,LLM1,PM,LLM
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:17:49,2026-01-01 08:25:54,L1002,20.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:18:01,2026-01-01 08:27:13,L1002,22.0,,,,
EQP_PM,PM2,PM,RECIPE_RUN,PROC,2026-01-01 08:18:02,2026-01-01 08:29:23,L1002,23.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 08:18:07,2026-01-01 08:20:08,L1001,9.0,,,,
EQP_PM,PM3,PM,RECIPE_RUN,PROC,2026-01-01 08:18:08,2026-01-01 08:28:11,L1002,24.0,,,,
EQP_MET,LLM1,LLM,MEASURE,MET,2026-01-01 08:18:15,2026-01-01 08:21:07,L1001,3.0,,,,
EQP_XFER,,,PUT,XFER,2026-01-01 08:18:35,2026-01-01 08:19:15,L1001,4.0,PM1,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 08:18:40,2026-01-01 08:19:13,L1001,14.0,PM2,LLM2,PM,LLM
EQP_XFER,,,PUT,XFER,2026-01-01 08:18:49,2026-01-01 08:19:11,L1001,15.0,PM3,LLM1,PM,LLM
