ocel:eid,ocel:activity,ocel:timestamp,lifecycle,dur_s,lot_id,slot_no,eqp_id,module_id,srcmoduleid,dstmoduleid,state,area
e43,CHAMBER_CLEAN_START,2026-01-01 09:46:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e44,CHAMBER_CLEAN_END,2026-01-01 09:47:37,complete,97.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e45,CHAMBER_CLEAN_START,2026-01-01 09:52:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e46,CHAMBER_CLEAN_END,2026-01-01 09:55:09,complete,189.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e47,CHAMBER_CLEAN_START,2026-01-01 09:56:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e48,CHAMBER_CLEAN_END,2026-01-01 09:57:20,complete,80.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e49,CHAMBER_CLEAN_START,2026-01-01 10:02:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e50,CHAMBER_CLEAN_END,2026-01-01 10:05:40,complete,220.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e51,PURGE_START,2026-01-01 10:07:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e52,PURGE_END,2026-01-01 10:11:57,complete,297.0,,,EQP_LP,LP3,,,PURGE,LP
e53,PURGE_START,2026-01-01 10:12:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e54,PURGE_END,2026-01-01 10:13:21,complete,81.0,,,EQP_LP,LP3,,,PURGE,LP
e55,PURGE_START,2026-01-01 10:17:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e56,PURGE_END,2026-01-01 10:19:28,complete,148.0,,,EQP_LP,LP3,,,PURGE,LP
e57,CHAMBER_CLEAN_START,2026-01-01 10:21:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e58,CHAMBER_CLEAN_END,2026-01-01 10:22:48,complete,108.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e59,PURGE_START,2026-01-01 10:27:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e60,PURGE_END,2026-01-01 10:28:58,complete,118.0,,,EQP_LP,LP2,,,PURGE,LP
e61,PURGE_START,2026-01-01 10:31:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e62,PURGE_END,2026-01-01 10:34:49,complete,229.0,,,EQP_LP,LP3,,,PURGE,LP
e63,CHAMBER_CLEAN_START,2026-01-01 10:35:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e64,CHAMBER_CLEAN_END,2026-01-01 10:36:14,complete,74.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e65,PURGE_START,2026-01-01 10:41:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e66,PURGE_END,2026-01-01 10:44:54,complete,234.0,,,EQP_LP,LP2,,,PURGE,LP
e67,CHAMBER_CLEAN_START,2026-01-01 10:47:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e68,CHAMBER_CLEAN_END,2026-01-01 10:48:50,complete,110.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e69,CHAMBER_CLEAN_START,2026-01-01 10:52:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e70,CHAMBER_CLEAN_END,2026-01-01 10:54:47,complete,167.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e71,CHAMBER_CLEAN_START,2026-01-01 10:57:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e72,CHAMBER_CLEAN_END,2026-01-01 10:58:54,complete,114.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e73,PURGE_START,2026-01-01 11:01:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e74,PURGE_END,2026-01-01 11:03:03,complete,123.0,,,EQP_LP,LP1,,,PURGE,LP
e75,CHAMBER_CLEAN_START,2026-01-01 11:07:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e76,CHAMBER_CLEAN_END,2026-01-01 11:10:10,complete,190.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e77,CHAMBER_CLEAN_START,2026-01-01 11:12:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e78,CHAMBER_CLEAN_END,2026-01-01 11:13:50,complete,110.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e79,CHAMBER_CLEAN_START,2026-01-01 11:16:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e80,CHAMBER_CLEAN_END,2026-01-01 11:19:14,complete,194.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e81,CHAMBER_CLEAN_START,2026-01-01 11:20:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e82,CHAMBER_CLEAN_END,2026-01-01 11:21:20,complete,80.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e83,PURGE_START,2026-01-01 11:25:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e84,PURGE_END,2026-01-01 11:27:12,complete,132.0,,,EQP_LP,LP1,,,PURGE,LP
e85,PURGE_START,2026-01-01 11:32:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e86,PURGE_END,2026-01-01 11:35:46,complete,226.0,,,EQP_LP,LP1,,,PURGE,LP
e87,PURGE_START,2026-01-01 11:36:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e88,PURGE_END,2026-01-01 11:37:17,complete,77.0,,,EQP_LP,LP3,,,PURGE,LP
e89,CHAMBER_CLEAN_START,2026-01-01 11:41:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e90,CHAMBER_CLEAN_END,2026-01-01 11:44:11,complete,191.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e91,PURGE_START,2026-01-01 11:46:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e92,PURGE_END,2026-01-01 11:48:28,complete,148.0,,,EQP_LP,LP3,,,PURGE,LP
e93,PURGE_START,2026-01-01 11:52:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e94,PURGE_END,2026-01-01 11:53:59,complete,119.0,,,EQP_LP,LP3,,,PURGE,LP
e95,CHAMBER_CLEAN_START,2026-01-01 11:57:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e96,CHAMBER_CLEAN_END,2026-01-01 11:58:13,complete,73.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e97,PURGE_START,2026-01-01 12:01:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e98,PURGE_END,2026-01-01 12:02:08,complete,68.0,,,EQP_LP,LP3,,,PURGE,LP
e99,PURGE_START,2026-01-01 12:06:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e100,PURGE_END,2026-01-01 12:08:29,complete,149.0,,,EQP_LP,LP2,,,PURGE,LP
e101,CHAMBER_CLEAN_START,2026-01-01 12:10:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e102,CHAMBER_CLEAN_END,2026-01-01 12:14:52,complete,292.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e103,PURGE_START,2026-01-01 12:15:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e104,PURGE_END,2026-01-01 12:18:09,complete,189.0,,,EQP_LP,LP3,,,PURGE,LP
e105,PURGE_START,2026-01-01 12:21:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e106,PURGE_END,2026-01-01 12:23:23,complete,143.0,,,EQP_LP,LP3,,,PURGE,LP
e107,PURGE_START,2026-01-01 12:26:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e108,PURGE_END,2026-01-01 12:28:31,complete,151.0,,,EQP_LP,LP1,,,PURGE,LP
e109,PURGE_START,2026-01-01 12:32:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e110,PURGE_END,2026-01-01 12:34:50,complete,170.0,,,EQP_LP,LP3,,,PURGE,LP
e111,CHAMBER_CLEAN_START,2026-01-01 12:36:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e112,CHAMBER_CLEAN_END,2026-01-01 12:39:51,complete,231.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e113,CHAMBER_CLEAN_START,2026-01-01 12:40:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e114,CHAMBER_CLEAN_END,2026-01-01 12:41:07,complete,67.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e115,PURGE_START,2026-01-01 12:45:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e116,PURGE_END,2026-01-01 12:48:54,complete,234.0,,,EQP_LP,LP2,,,PURGE,LP
e117,PURGE_START,2026-01-01 12:52:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e118,PURGE_END,2026-01-01 12:53:34,complete,94.0,,,EQP_LP,LP1,,,PURGE,LP
e119,CHAMBER_CLEAN_START,2026-01-01 12:57:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e120,CHAMBER_CLEAN_END,2026-01-01 12:59:20,complete,140.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e121,PURGE_START,2026-01-01 13:02:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e122,PURGE_END,2026-01-01 13:05:43,complete,223.0,,,EQP_LP,LP1,,,PURGE,LP
e123,CHAMBER_CLEAN_START,2026-01-01 13:07:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e124,CHAMBER_CLEAN_END,2026-01-01 13:08:49,complete,109.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e125,CHAMBER_CLEAN_START,2026-01-01 13:10:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e126,CHAMBER_CLEAN_END,2026-01-01 13:12:43,complete,163.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e127,CHAMBER_CLEAN_START,2026-01-01 13:17:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e128,CHAMBER_CLEAN_END,2026-01-01 13:20:11,complete,191.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e129,PURGE_START,2026-01-01 13:22:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e130,PURGE_END,2026-01-01 13:23:01,complete,61.0,,,EQP_LP,LP1,,,PURGE,LP
e131,CHAMBER_CLEAN_START,2026-01-01 13:26:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e132,CHAMBER_CLEAN_END,2026-01-01 13:29:13,complete,193.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e133,CHAMBER_CLEAN_START,2026-01-01 13:32:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e134,CHAMBER_CLEAN_END,2026-01-01 13:33:53,complete,113.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e135,CHAMBER_CLEAN_START,2026-01-01 13:37:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e136,CHAMBER_CLEAN_END,2026-01-01 13:39:45,complete,165.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e137,PURGE_START,2026-01-01 13:40:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e138,PURGE_END,2026-01-01 13:41:03,complete,63.0,,,EQP_LP,LP1,,,PURGE,LP
e139,PURGE_START,2026-01-01 13:46:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e140,PURGE_END,2026-01-01 13:47:53,complete,113.0,,,EQP_LP,LP1,,,PURGE,LP
e141,PURGE_START,2026-01-01 13:52:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e142,PURGE_START,2026-01-01 13:55:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e143,PURGE_END,2026-01-01 13:55:25,complete,205.0,,,EQP_LP,LP3,,,PURGE,LP
e144,PURGE_END,2026-01-01 13:56:43,complete,103.0,,,EQP_LP,LP3,,,PURGE,LP
e145,PURGE_START,2026-01-01 14:02:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e146,PURGE_START,2026-01-01 14:05:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e147,PURGE_END,2026-01-01 14:05:41,complete,221.0,,,EQP_LP,LP1,,,PURGE,LP
e148,PURGE_END,2026-01-01 14:06:13,complete,73.0,,,EQP_LP,LP1,,,PURGE,LP
e149,PURGE_START,2026-01-01 14:10:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e150,PURGE_END,2026-01-01 14:12:34,complete,154.0,,,EQP_LP,LP2,,,PURGE,LP
e151,CHAMBER_CLEAN_START,2026-01-01 14:17:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e152,CHAMBER_CLEAN_END,2026-01-01 14:21:47,complete,287.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e153,PURGE_START,2026-01-01 14:22:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e154,PURGE_END,2026-01-01 14:23:14,complete,74.0,,,EQP_LP,LP1,,,PURGE,LP
e155,CHAMBER_CLEAN_START,2026-01-01 14:27:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e156,CHAMBER_CLEAN_END,2026-01-01 14:28:39,complete,99.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e157,CHAMBER_CLEAN_START,2026-01-01 14:31:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e158,CHAMBER_CLEAN_END,2026-01-01 14:33:21,complete,141.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e159,PURGE_START,2026-01-01 14:35:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e160,PURGE_END,2026-01-01 14:37:50,complete,170.0,,,EQP_LP,LP1,,,PURGE,LP
e161,CHAMBER_CLEAN_START,2026-01-01 14:41:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e162,CHAMBER_CLEAN_END,2026-01-01 14:42:52,complete,112.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e163,CHAMBER_CLEAN_START,2026-01-01 14:46:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e164,CHAMBER_CLEAN_END,2026-01-01 14:47:23,complete,83.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e165,PURGE_START,2026-01-01 14:50:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e166,PURGE_END,2026-01-01 14:53:33,complete,213.0,,,EQP_LP,LP3,,,PURGE,LP
e167,CHAMBER_CLEAN_START,2026-01-01 14:56:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e168,CHAMBER_CLEAN_END,2026-01-01 14:59:03,complete,183.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e169,PURGE_START,2026-01-01 15:00:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e170,PURGE_END,2026-01-01 15:01:40,complete,100.0,,,EQP_LP,LP1,,,PURGE,LP
e171,CHAMBER_CLEAN_START,2026-01-01 15:07:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e172,CHAMBER_CLEAN_END,2026-01-01 15:10:36,complete,216.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e173,PURGE_START,2026-01-01 15:11:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e174,PURGE_END,2026-01-01 15:12:14,complete,74.0,,,EQP_LP,LP1,,,PURGE,LP
e175,PURGE_START,2026-01-01 15:16:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e176,PURGE_END,2026-01-01 15:17:44,complete,104.0,,,EQP_LP,LP2,,,PURGE,LP
e177,PURGE_START,2026-01-01 15:21:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e178,PURGE_END,2026-01-01 15:23:04,complete,124.0,,,EQP_LP,LP1,,,PURGE,LP
e179,PURGE_START,2026-01-01 15:27:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e180,PURGE_END,2026-01-01 15:29:28,complete,148.0,,,EQP_LP,LP1,,,PURGE,LP
e181,PURGE_START,2026-01-01 15:30:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e182,PURGE_END,2026-01-01 15:32:10,complete,130.0,,,EQP_LP,LP1,,,PURGE,LP
e183,CHAMBER_CLEAN_START,2026-01-01 15:36:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e184,CHAMBER_CLEAN_END,2026-01-01 15:37:08,complete,68.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e185,PURGE_START,2026-01-01 15:41:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e186,PURGE_END,2026-01-01 15:43:27,complete,147.0,,,EQP_LP,LP1,,,PURGE,LP
e187,PURGE_START,2026-01-01 15:46:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e188,PURGE_END,2026-01-01 15:49:08,complete,188.0,,,EQP_LP,LP1,,,PURGE,LP
e189,CHAMBER_CLEAN_START,2026-01-01 15:51:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e190,CHAMBER_CLEAN_END,2026-01-01 15:54:15,complete,195.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e191,CHAMBER_CLEAN_START,2026-01-01 15:56:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e192,CHAMBER_CLEAN_END,2026-01-01 15:58:02,complete,122.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e193,CHAMBER_CLEAN_START,2026-01-01 16:00:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e194,CHAMBER_CLEAN_END,2026-01-01 16:03:18,complete,198.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e195,PURGE_START,2026-01-01 16:05:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e196,PURGE_END,2026-01-01 16:07:20,complete,140.0,,,EQP_LP,LP1,,,PURGE,LP
e197,PURGE_START,2026-01-01 16:11:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e198,PURGE_END,2026-01-01 16:14:15,complete,195.0,,,EQP_LP,LP3,,,PURGE,LP
e199,CHAMBER_CLEAN_START,2026-01-01 16:17:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e200,CHAMBER_CLEAN_END,2026-01-01 16:20:42,complete,222.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e201,PURGE_START,2026-01-01 16:22:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e202,PURGE_START,2026-01-01 16:27:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e203,PURGE_END,2026-01-01 16:28:32,complete,92.0,,,EQP_LP,LP1,,,PURGE,LP
e204,PURGE_END,2026-01-01 16:28:42,complete,402.0,,,EQP_LP,LP3,,,PURGE,LP
e205,PURGE_START,2026-01-01 16:30:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e206,PURGE_END,2026-01-01 16:33:02,complete,182.0,,,EQP_LP,LP1,,,PURGE,LP
e207,CHAMBER_CLEAN_START,2026-01-01 16:35:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e208,CHAMBER_CLEAN_END,2026-01-01 16:36:04,complete,64.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e209,PURGE_START,2026-01-01 16:42:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e210,PURGE_END,2026-01-01 16:43:40,complete,100.0,,,EQP_LP,LP1,,,PURGE,LP
e211,PURGE_START,2026-01-01 16:47:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e212,PURGE_END,2026-01-01 16:48:27,complete,87.0,,,EQP_LP,LP3,,,PURGE,LP
e213,CHAMBER_CLEAN_START,2026-01-01 16:50:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e214,CHAMBER_CLEAN_END,2026-01-01 16:53:14,complete,194.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e215,CHAMBER_CLEAN_START,2026-01-01 16:57:00,start,0.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e216,CHAMBER_CLEAN_END,2026-01-01 16:59:11,complete,131.0,,,EQP_LP,LP3,,,CHAMBER_CLEAN,LP
e217,CHAMBER_CLEAN_START,2026-01-01 17:00:00,start,0.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e218,CHAMBER_CLEAN_END,2026-01-01 17:01:11,complete,71.0,,,EQP_LP,LP2,,,CHAMBER_CLEAN,LP
e219,CHAMBER_CLEAN_START,2026-01-01 17:06:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e220,CHAMBER_CLEAN_END,2026-01-01 17:09:41,complete,221.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e221,CHAMBER_CLEAN_START,2026-01-01 17:12:00,start,0.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e222,CHAMBER_CLEAN_END,2026-01-01 17:13:32,complete,92.0,,,EQP_LP,LP1,,,CHAMBER_CLEAN,LP
e223,PURGE_START,2026-01-01 17:16:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e224,PURGE_END,2026-01-01 17:17:47,complete,107.0,,,EQP_LP,LP2,,,PURGE,LP
e225,PURGE_START,2026-01-01 17:21:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e226,PURGE_END,2026-01-01 17:24:30,complete,210.0,,,EQP_LP,LP1,,,PURGE,LP
e227,PURGE_START,2026-01-01 17:27:00,start,0.0,,,EQP_LP,LP1,,,PURGE,LP
e228,PURGE_END,2026-01-01 17:29:01,complete,121.0,,,EQP_LP,LP1,,,PURGE,LP
e229,PURGE_START,2026-01-01 17:31:00,start,0.0,,,EQP_LP,LP3,,,PURGE,LP
e230,PURGE_END,2026-01-01 17:32:36,complete,96.0,,,EQP_LP,LP3,,,PURGE,LP
e231,PURGE_START,2026-01-01 17:35:00,start,0.0,,,EQP_LP,LP2,,,PURGE,LP
e232,PURGE_END,2026-01-01 17:37:38,complete,158.0,,,EQP_LP,LP2,,,PURGE,LP
